230397,764336
265055,818799
259348,808669
271645,828966
271645,832873
261608,812964
248409,790986
244631,785520
248405,790982
248406,790983
248407,790984
248408,790985
252848,798127
274812,834089
274812,834092
274812,835846
274812,839441
274812,839442
274812,839443
274812,839444
274812,839445
274812,839446
274812,839482
277013,837074
248718,791506
124827,598281
124827,598475
124827,598476
124827,598477
124827,598478
124827,598479
124827,598480
124827,598481
124827,838624
123248,594184
123248,839184
264838,818251
273777,832552
216558,743018
271524,828815
222282,751576
269230,825520
253644,799569
258999,808061
271463,828649
271463,828673
271958,829515
261704,813161
271923,829413
249210,792239
257149,816364
257149,816368
263930,816183
261018,811966
276783,836698
273629,832268
273950,832790
273950,832840
273950,832839
269034,825209
241944,781100
241944,828082
241944,828083
241944,828085
241944,839484
241944,839485
241944,828084
260235,810179
257427,805446
257427,806639
270637,827381
278662,839598
278662,839782
259068,808256
259068,836119
259068,836120
259068,836121
259068,839426
259068,839427
259068,839428
259068,839429
259068,836118
257208,804977
217905,744928
217905,838630
217905,838631
217905,838632
217905,838633
217905,838634
217905,838635
217905,838636
217905,838637
268734,839469
268734,839470
268734,839516
261284,812376
260693,811118
260693,839401
260693,839402
260693,839403
260693,839410
260693,839411
260693,839400
123027,593402
213452,738996
213452,739034
213452,739035
213452,739036
213452,835842
213452,835843
213452,835844
213452,835845
213452,739033
265788,819904
272216,829942
272216,836597
272216,836598
272216,836599
272216,836596
264861,818381
230060,763756
230060,839504
230060,839505
230060,839506
230060,839507
230060,839508
230060,839509
230060,839510
230060,839511
230060,839512
230060,839513
230060,839514
230060,839503
204245,723679
204245,836935
204245,836936
204245,836937
204245,836938
204245,836939
204245,836940
204245,836941
204245,836942
204245,836943
204245,836944
204245,836945
204245,836952
204245,836953
204245,836954
204245,836955
204245,836928
258391,807044
258391,839639
258391,839640
258391,839641
258391,839642
258391,839643
258391,839636
258391,839644
258846,807734
264892,818468
263860,816103
263860,816122
258014,806510
122707,592812
122707,837346
122707,837345
277737,838104
259005,808067
259005,839632
259005,839633
259005,839634
259005,839635
266966,821599
266966,822086
266966,839630
255714,802596
255716,802598
260173,810005
260173,839522
260173,839523
260173,839524
260173,839525
260173,839526
260173,839527
260173,839528
260173,839520
269379,825769
260978,811885
260978,839501
260978,839502
260978,839537
267072,821798
268765,824657
260644,810980
260644,828799
260644,828800
260644,828801
260644,832253
260644,832254
260644,832255
260644,832256
260644,828798
259041,808190
267495,822473
267495,839570
267495,839571
268199,823391
256033,803138
246010,787467
246010,819901
272872,831083
276076,835716
276076,836287
260597,835000
260597,835019
260597,835020
260597,835021
260597,835022
260597,835023
260597,839621
260597,839622
260597,839659
267200,822024
123025,593400
271549,828870
271535,828856
278668,839604
261864,813321
189499,702525
235938,772079
261932,813596
257304,805192
229707,763194
265072,818818
265072,819496
265072,819497
265072,819498
265072,839711
265072,819495
270661,827445
270661,839692
270661,839693
270661,839694
270661,839695
270661,839696
270661,839697
270661,839698
270661,839699
270661,839700
270661,839701
270661,839702
270661,839703
270661,839704
270661,839705
270661,839706
270661,839707
271080,828108
274743,833926
277231,837321
278677,839646
267438,822313
266550,821063
278615,839417
256981,804549
260674,811086
278619,839424
260703,811144
272650,830513
123963,596417
123963,839661
123963,839662
123963,839663
123963,839664
123963,839665
123963,839666
123963,839667
123963,839668
123963,839669
123963,839670
123963,839671
123963,839672
123963,839673
123963,839674
123963,839675
123963,839677
123963,840011
207716,729178
207716,839683
207716,839684
207716,839685
207716,839686
277741,838108
273775,832548
278763,839888
247683,789774
268278,823593
264395,816873
247703,789821
247703,818259
247703,818260
247703,818261
247703,818258
247703,818293
247703,818294
247703,818295
247703,818296
247703,818301
247703,818310
247703,818311
247703,818312
247703,818302
247703,818303
247703,818304
247703,818305
247703,818919
247703,818923
274611,833743
256408,803678
278634,839481
273622,832258
268463,823986
268463,824913
268463,824914
268463,824915
268463,835737
268463,835738
268463,835739
268463,835740
268463,839977
268463,830123
272864,831065
274627,833775
237484,774439
264883,818445
259018,808098
259018,840025
259018,840026
276987,837014
252845,798122
277574,837866
274563,833648
265523,819541
264057,816373
278259,838875
278259,838876
277247,837373
273191,831500
273191,840636
273191,840637
273191,840638
273191,840719
273191,840720
273191,840721
273191,840722
273191,840635
273191,840723
271334,828476
279127,840509
278217,838787
274754,833950
245990,787422
245990,787425
245990,787426
245990,787427
245990,787424
279220,840707
279045,840328
273676,832356
230062,763758
279638,841431
279636,841429
278258,838874
278239,838846
273651,832308
276866,836818
258388,807040
277783,838175
265516,819531
265516,841581
279783,841629
273606,832221
279546,841205
279814,841751
279913,841996
273716,832421
279184,840627
278641,839494
278641,841754
278641,841755
278641,841756
278641,841757
278641,841758
279953,842103
279953,842105
279953,842106
279953,842107
279953,842108
279953,842109
279953,842110
279953,842111
279953,842112
279953,842113
279953,842114
279953,842115
279953,842116
279953,842117
279953,842118
279953,842119
279953,842120
259355,808687
279118,840494
279626,841414
280082,842421
280082,842440
271807,829262
256556,803945
256556,844866
256556,844867
256556,844868
256556,844865
280011,842237
279846,841835
279829,841776
272805,830732
279224,840712
279224,841631
279224,841632
280111,842506
279042,840325
274634,833797
279938,842050
279044,840327
278722,839793
260697,811122
260697,841955
260697,841956
260697,841957
260697,841958
260697,841959
260697,841960
260697,841961
260697,841962
276809,836761
278723,839794
278723,839795
279119,840496
279487,841069
268709,824522
273993,832903
273993,834681
273993,834682
273993,834683
273993,843651
273993,843652
273993,843653
273993,843654
273993,834688
273993,843642
278705,839762
280124,842533
280124,843231
268279,823596
275267,834668
280491,843114
260678,811089
260678,844850
260678,844853
260678,844852
278636,839487
278636,839489
278636,842159
271960,829517
269431,825823
271038,828010
279825,841771
279955,842121
277268,837404
277268,842314
277268,842315
277268,842316
277268,842317
279635,841428
280099,842449
278808,839994
279066,840383
279066,844042
279066,844043
279620,841391
268678,824476
281034,843786
255911,802964
253518,799415
268207,823407
268207,828788
268207,828789
268207,828790
268207,828791
268207,828792
268207,828793
268207,828794
268207,824533
257285,805158
264362,816819
264362,844188
264362,844189
264362,844190
264362,844187
280032,842289
260824,811432
260824,844129
260824,844130
260824,844131
260824,844132
260824,844133
260824,844128
260824,845197
272834,830851
272834,835763
272834,835764
272834,835765
272834,835766
272834,835767
272834,835768
272834,835769
272834,835770
272834,835771
272834,835772
272834,835773
272834,835774
272834,835775
272834,835776
272834,835777
272834,843113
237513,774500
237513,842724
237513,842725
237513,842726
237513,842731
262011,813695
262011,842379
262011,842380
262011,842381
262011,842382
262011,842383
262011,842384
262011,842385
262011,842386
262011,842387
262011,842377
245904,787302
245904,843233
245904,843234
245904,843235
245904,843239
265130,818954
237743,774939
279550,841212
273548,832088
273548,832110
273548,832111
273548,832112
273548,832109
279965,842137
261624,813013
271191,828283
271191,844276
271191,844277
271191,844278
271191,844279
271191,844280
271191,844281
271191,844282
271191,844283
271191,844284
271191,844285
271191,844286
271191,844287
271191,844288
271191,844289
271191,844290
271191,844292
255790,802785
255790,844679
253067,798749
253067,844565
253067,844564
279908,841964
238780,776384
238780,823671
238780,823672
238780,823673
238780,823674
238780,823675
238780,823676
238780,823677
238780,823678
238780,823679
238780,823680
238780,823681
238780,844102
238780,776494
262105,813850
262105,831029
262105,831030
262105,835826
262105,841945
262105,843110
262105,843237
262105,831054
280235,842733
275721,835223
268426,823884
268426,844315
268426,844316
268426,844317
268426,844314
279785,841665
279785,844113
279785,844425
279785,844496
279785,844497
279785,844500
254908,801297
257692,805975
238134,775476
238134,844212
238134,844213
238134,844214
238134,844215
238134,844216
238134,844217
238134,844218
238134,844219
228621,761568
126631,603084
126631,745723
126631,745724
126631,745725
126631,825420
126631,825421
126631,825422
126631,825423
126631,745715
126631,827552
126631,787474
279944,845072
263706,815912
263706,816169
263706,816170
263706,816171
263706,816172
263706,816173
263706,816174
263706,816175
263706,816168
279604,841314
273943,832777
264382,829219
264382,829220
264382,829221
264382,829222
264382,829223
260598,810853
260598,844393
260598,844394
260598,844395
260598,844396
260598,844397
260598,844398
260598,844399
260598,844400
260598,844735
138178,627212
138178,787868
138178,787869
138178,787870
138178,787871
138178,787872
138178,787873
138178,787874
138178,787875
134142,619157
120067,585894
120067,837051
